id,en,vi,wordClass
3469,stick,"đâm,thọc,chọc",v
3470,stick,"cái gậy,qua củi",n
3471,environment,"môi trường,hoàn cảnh xung quanh",n
3472,pack,"gói,bọc",v
3473,pack,"bó,gói",n
3474,acknowledge,"công nhận,thừa nhận",v
3475,strictly,một cách nghiêm khắc,adv
3476,miss,"lỡ,trượt",v
3477,miss,"sự trượt,sự thiếu vắng",n
3478,complaint,"lời than phiền,than thở",n
3479,weigh,"cân,cân nặng",v
3480,exam,viết tắt của Examination,n
3481,hill,đồi,n
3482,explode,"đập tan,làm nổ",v
3483,extra,"thêm,phụ",adj
3484,extra,"thứ thêm,phụ",n
3485,continuously,"liên tục,liên tiếp",adv
3486,order,"thứ,bậc",n
3487,order,ra lệnh,v
3488,art,"nghệ thuật,mỹ thuật",n
3489,clever,"lanh lợi,thông minh. tài giỏi",adj
3490,system,"hệ thống,chế độ",n
3491,coat,áo choàng,n
3492,reveal,"bộc lộ,biểu lộ",v
3493,valley,thung lũng,n
3494,enquiry,"sự điều tra,sự thẩm vấn",n
3495,credit card,thẻ tín dụng,n
3496,bath,sự tắm,n
3497,group,nhóm,n
3498,beyond,"ở xa,phía bên kia",prep
3499,whilst,"trong lúc,trong khi",conj
3500,exchange,trao đổi,v
3501,exchange,sự trao đổi,n
3502,traditionally,"truyền thống,là truyền thống",adv
3503,sector,"khu vực,lĩnh vực",n
3504,climate,"khí hậu,thời tiết",n
3505,thickness,"tính chất dày,độ dày",n
3506,apologize,"xin lỗi,tạ lỗi",v
3507,dominate,"chiếm ưu thế,có ảnh hưởng",v
3508,increase,"tăng,tăng thêm",v
3509,increase,"sự tăng,sự tăng thêm",n
3510,constantly,kiên định,adv
3511,none,"pro không ai,không người",n
3512,rope,"dây cáp,dây thừng,xâu",n
3513,appear,"xuất hiện,hiện ra",v
3514,drawing,"bản vẽ,bức vẽ",n
3515,variation,"sự biến đổi,sự thay đổi mức độ",n
3516,shaped,có hình dáng được chỉ rõ,adj
3517,water,nước,n
3518,scale,vảy,n
3519,pleased,hài lòng,adj
3520,customs,"thuế nhập khẩu,hải quan",n
3521,fun,"sự vui đùa,sự vui thích",n
3522,fun,hài hước,adj
3523,dirt,"đồ bẩn thỉu,đồ dơ bẩn",n
3524,safely,"an toàn,chắc chắn",adv
3525,coach,huấn luyện viên,n
3526,friendly,"thân thiện,thân mật",adj
3527,regard,"nhìn,đánh giá",v
3528,regard,"cái nhìn,sự quan tâm",n
3529,ahead,"trước,về phía trước",adv
3530,trip,"cuộc dạo chơi,cuộc du ngoạn",n
3531,trip,"đi dạo,du ngoạn",v
3532,fancy,"tưởng tượng,cho",v
3533,fancy,tưởng tượng,adj
3534,tablet,"tấm,bản",n
3535,spelling,sự viết chính tả,n
3536,chip,"vỏ bào,mảnh vỡ,chỗ sứt",n
3537,crime,"tội,tội ác",n
3538,bandage,dải băng,n
3539,bandage,băng bó,v
3540,salt,muối,n
3541,lady,"người yêu,vợ,quý bà",n
3542,lacking,"ngu đần,ngây ngô",adj
3543,differently,"khác,khác biệt",adv
3544,bunch,"búi,chùm,bó",n
3545,court,"sân,sân,tòa án",n
3546,parliament,"nghi viện,quốc hội",n
3547,adjust,"sửa lại cho đúng,điều chỉnh",v
3548,comfortable,"thoải mái,tiện nghi",adj
3549,ink,mực,n
3550,cottage,nhà tranh,n
3551,silent,"im lặng,yên tĩnh",adj
3552,smoking,sự hút thuốc,n
3553,separation,"sự chia cắt,phân ly,sự chia tay",n
3554,click,làm thành tiếng lách cách,v
3555,click,"tiếng lách cách,cú nhắp",n
3557,blonde,"cô gái tóc hoe,người đàn bà tóc hoe",n
3558,sensitive,"dễ bị thương,dễ bị hỏng",adj
3559,brown,"nâu,màu nâu",adj
3560,lake,hồ,n
3561,matching,"tính địch thù,thi đấu",adj
3562,cope with,"đối phó,đương đầu",v
3563,north,"phía bắc,phương bắc",n
3564,mad,"điên,mất trí",adj
3565,considerable,"lớn lao,to tát",adj
3566,lean,"nghiêng,dựa",v
3567,wallet,cái ví,n
3568,dust,"bụi,rác",n
3569,dust,"rắc,quét bụi",v
3570,failure,"sự thất bại,người thất bại",n
3571,spring,mùa xuân,n
3572,wooden,làm bằng gỗ,adj
3573,production,"sự sản xuất,chế tạo",n
3574,surprised at,ngạc nhiên,adj
3575,rough,"gồ ghề,lởm chởm",adj
3576,colour,màu sắc,n
3577,colour,tô màu,v
3578,application,"sự gắn vào,vật gắn vào",n
3579,trial,"sự thử nghiệm,cuộc thử nghiệm",n
3580,policy,"chính sách,cách xử sự,điều khoản",n
3581,restricted,"bị hạn chế,có giới hạn",adj
3582,urge,"thúc,giục",v
3583,urge,"sự thúc đẩy,sự thôi thúc",n
3584,become,"trở thành,trở nên",v
3585,depressed,"chán nản,thất vọng",adj
3586,strength,"sức mạnh,sức khỏe",n
3587,priest,"linh mục,thầy tu",n
3588,stay,"ở lại,lưu lại",v
3589,stay,"sự ở lại,sự lưu lại",n
3590,overall,"toàn bộ,toàn thể",adj
3591,overall,"tất cả,bao gồm",adv
3592,grandson,cháu trai,n
3593,elsewhere,ở một nơi nào khác,adv
3594,rounded,bị làm thành tròn,adj
3595,code,"mật mã,luật",n
3596,practice,"thực hành,thực tiễn",n
3597,amaze,"làm ngạc nhiên,làm sửng sốt",v
3598,decade,"thập kỷ,bộ mười",n
3599,construction,"sự xây dựng,công trình",n
3600,strange,"xa lạ,chưa quen",adj
3601,occur,"xảy ra,xảy đến",v
3602,knit,"đan,thêu",v
3603,hunt,"săn,đi săn",v
3604,subject,"chủ đề,đề tài",n
3605,quiet,"lặng,yên lặng",adj
3606,sort,"thứ,hạng loại",n
3607,sort,"lựa chọn,sắp xếp",v
3608,bargain,"sự mặc cả,sự giao kèo mua bán",n
3609,openly,"công khai,thẳng thắn",adv
3610,explanation,"sự giải nghĩa,giải thích",n
3611,worse,"xấu hơn,tồi hơn",adj
3612,crown,"vương miện,vua",n
3613,accommodation,"sự thích nghi,điều tiết",n
3614,clothing,"quần áo,y phục",n
3615,calculation,sự tính toán,n
3616,screen,"màn che,màn ảnh",n
3617,silence,"sự im lặng,sự yên tĩnh",n
3618,opposite,"prep.đối nhau,ngược nhau",adj
3619,opposite,"trước mặt,đối diện",adv
3620,opposite,điều trái ngược,n
3621,option,sự lựa chọn,n
3622,cent,đồng xu,n
3623,exception,"sự trừ ra,sự loại ra",n
3624,child,"đứa bé,đứa trẻ",n
3625,ride,"đi,cưỡi",v
3626,ride,"sự đi,đường đi",n
3627,embarrassing,"làm lúng túng,ngăn trở",adj
3628,finally,"cuối cùng,sau cùng",adv
3629,age,tuổi,n
3630,kick,đá,v
3631,kick,cú đá,n
3632,body,"thân thể,thân xác",n
3633,trap,"đồ đạc,hành lý",n
3634,trap,"bẫy,cạm bãy",v
3635,depress,"làm chán nản,làm phiền muộn",v
3636,cooker,"lò,bếp",n
3637,printing,"sự in,thuật in",n
3638,remarkably,"đáng chú ý,đáng để ý",adv
3639,couple,"đôi,cặp",n
3640,wrong,sai,adj
3641,anger,"sự tức giận,sự giận dữ",n
3642,constant,"kiên trì,bền lòng",adj
3643,remind,"nhắc nhở,gợi nhớ",v
3644,sew,"may,khâu",v
3645,predict,"báo trước,tiên đoán",v
3646,upward,"lên,hướng lên",adj
3647,represent,"miêu tả,hình dung",v
3648,disappointing,"làm chán ngán,làm thất vọng",adj
3649,surroundings,"vùng xung quanh,môi trường xung quanh",n
3650,spirit,"tinh thần,tâm hồn",n
3651,reading,sự đọc,n
3652,offence,"sự vi phạm,sự phạm tội",n
3653,rare,"hiếm,ít",adj
3654,hence,"sau đây,kể từ đây",adv
3655,creature,"sinh vật,loài vật",n
3656,cardboard,"bìa cứng,các tông",n
3657,skin,"da,vỏ",n
3658,announce,"báo,thông báo",v
3659,exhibit,"trưng bày,triển lãm",v
3660,exhibit,"vật trưng bày,vật triển lãm",n
3661,congratulations,"sự chúc mừng,khen ngợi",n
3662,revolution,cuộc cách mạng,n
3663,behave,"đối xử,ăn ở",v
3664,unpleasant,"không dễ chịu,khó chịu",adj
3665,performance,"sự làm,sự thực hiện,sự thi hành",n
3666,annoy,"chọc tức,làm bực mình",v
3667,mood,"lối,thức",n
3668,moving,"động,hoạt động",adj
3669,silver,"bạc,đồng bạc",n
3670,silver,"làm bằng bạc,trắng như bạc",adj
3671,glasses,kính đeo mắt,n
3672,educate,"giáo dục,cho ăn học",v
3673,spray,"máy,ống,bình phụt",n
3674,spray,"bơm,phun",v
3675,describe,"diễn tả,miêu tả",v
3676,enjoyable,"thú vị,thích thú",adj
3677,freshly,"tươi mát,khỏe khoắn",adv
3678,south,"phương Nam,hướng Nam",n
3679,south,ở phía Nam,adj
3680,cooking,"sự nấu ăn,cách nấu ăn",n
3681,tough,"chắc,bền",adj
3682,circumstance,"hoàn cảnh,trường hợp",n
3683,leading,"lãnh đạo,dẫn đầu",adj
3684,science,"khoa học,khoa học tự nhiên",n
3685,neither,pro không này mà cũng không kia,n
3686,punishment,"sự trừng phạt,sự trừng trị",n
3687,spread,"trải,căng ra",v
3688,membership,"tư cách hội viên,địa vị hội viên",n
3689,frightening,"kinh khủng,khủng khiếp",adj
3690,unsuccessful,"không thành công,thất bại",adj
3691,react,"tác động trở lại,phản ứng",v
3692,estate,"tài sản,di sản",n
3693,fruit,"quả,trái cây",n
3694,diamond,kim cương,n
3695,flag,quốc kỳ,n
3696,unlikely,"không có thể xảy ra,không chắc chắn",adj
3697,angrily,"tức giận,giận dữ",adv
3698,virtually,"thực sự,hầu như",adv
3699,cable,dây cáp,n
3700,derive,"nhận được từ,bắt nguồn từ",v
3702,corner,góc,n
3703,platform,"nền,bục",n
3704,association,"sự kết hợp,sự liên kết",n
3705,owe,"nợ,hàm ơn",v
3706,owe,có được,v2
3707,confidence,"lòng tin tưởng,sự tin cậy",n
3708,early,sớm,adj
3709,rice,"gạo,thóc",n
3710,tension,"sự căng,độ căng",n
3711,drink,đồ uống,n
3712,drink,uống,v
